Cross Semivariogram     tail:Ag           head:Ag            direction  1 
  33       33.000      -.02426   101170        -.10037         .06333
  34       34.000      -.02599   100835        -.10054         .06380
  35       35.000      -.02756   100500        -.10075         .06428
  36       36.000      -.02881   100165        -.10105         .06480
  37       37.000      -.03005    99830        -.10149         .06546
  38       38.000      -.03137    99495        -.10190         .06610
  39       39.000      -.03284    99160        -.10221         .06662
  40       40.000      -.03442    98825        -.10253         .06712
  41       41.000      -.03617    98490        -.10274         .06758
  42       42.000      -.03794    98155        -.10299         .06801
  43       43.000      -.03980    97820        -.10334         .06836
  44       44.000      -.04152    97485        -.10372         .06872
  45       45.000      -.04283    97150        -.10403         .06900
  46       46.000      -.04431    96815        -.10444         .06924
  47       47.000      -.04574    96480        -.10491         .06934
  48       48.000      -.04714    96145        -.10531         .06923
  49       49.000      -.04842    95810        -.10567         .06904
  50       50.000      -.04990    95475        -.10593         .06866
  51       51.000      -.05121    95140        -.10625         .06809
  52       52.000      -.05223    94805        -.10656         .06741
  53       53.000      -.05269    94470        -.10684         .06660
  54       54.000      -.05295    94135        -.10710         .06565
  55       55.000      -.05290    93800        -.10744         .06466
  56       56.000      -.05288    93465        -.10785         .06352
  57       57.000      -.05294    93130        -.10829         .06220
  58       58.000      -.05318    92795        -.10879         .06083
  59       59.000      -.05344    92460        -.10937         .05935
  60       60.000      -.05389    92125        -.10997         .05784
  61       61.000      -.05432    91790        -.11053         .05636
  62       62.000      -.05439    91455        -.11107         .05478
  63       63.000      -.05428    91120        -.11166         .05320
  64       64.000      -.05384    90785        -.11230         .05159
  65       65.000      -.05313    90450        -.11294         .04992
  66       66.000      -.05195    90115        -.11363         .04829
  67       67.000      -.05022    89780        -.11443         .04672
  68       68.000      -.04774    89445        -.11526         .04522
  69       69.000      -.04453    89110        -.11601         .04395
  70       70.000      -.04052    88775        -.11680         .04285
  71       71.000      -.03596    88440        -.11757         .04184
  72       72.000      -.03118    88105        -.11822         .04093
  73       73.000      -.02590    87770        -.11882         .04010
  74       74.000      -.02018    87435        -.11939         .03931
  75       75.000      -.01419    87100        -.11988         .03852
  76       76.000      -.00770    86765        -.12018         .03787
  77       77.000      -.00097    86430        -.12051         .03732
  78       78.000       .00557    86095        -.12079         .03684
  79       79.000       .01201    85760        -.12104         .03633
  80       80.000       .01816    85425        -.12112         .03574
  81       81.000       .02435    85090        -.12105         .03495
  82       82.000       .03013    84755        -.12077         .03400
  83       83.000       .03545    84420        -.12045         .03295
  84       84.000       .04078    84085        -.12004         .03186
  85       85.000       .04566    83750        -.11960         .03073
  86       86.000       .05063    83415        -.11921         .02967
  87       87.000       .05567    83080        -.11870         .02866
  88       88.000       .06091    82745        -.11805         .02765
  89       89.000       .06631    82410        -.11759         .02654
  90       90.000       .07136    82075        -.11720         .02543
  91       91.000       .07612    81740        -.11683         .02436
  92       92.000       .08035    81405        -.11651         .02342
  93       93.000       .08380    81070        -.11611         .02250
  94       94.000       .08632    80735        -.11571         .02175
  95       95.000       .08809    80400        -.11550         .02102
  96       96.000       .08926    80065        -.11543         .02038
  97       97.000       .08951    79730        -.11544         .01982
  98       98.000       .08911    79395        -.11553         .01936
  99       99.000       .08799    79060        -.11553         .01899
 100      100.000       .08623    78725        -.11547         .01859
Cross Semivariogram     tail:Al           head:Y1            direction  1 
   1        1.000       .00001   111890        -.11129         .08493
   2        2.000      -.00010   111555        -.11103         .08561
   3        3.000      -.00015   111220        -.11091         .08618
   4        4.000      -.00025   110885        -.11085         .08661
   5        5.000      -.00045   110550        -.11088         .08690
   6        6.000      -.00058   110215        -.11097         .08710
   7        7.000      -.00079   109880        -.11102         .08719
   8        8.000      -.00075   109545        -.11097         .08716
   9        9.000      -.00064   109210        -.11082         .08719
  10       10.000      -.00026   108875        -.11064         .08720
  11       11.000       .00003   108540        -.11033         .08728
  12       12.000       .00033   108205        -.10995         .08734
  13       13.000       .00079   107870        -.10955         .08737
  14       14.000       .00144   107535        -.10901         .08727
  15       15.000       .00227   107200        -.10842         .08704
  16       16.000       .00298   106865        -.10774         .08675
  17       17.000       .00402   106530        -.10695         .08648
  18       18.000       .00544   106195        -.10610         .08625
  19       19.000       .00728   105860        -.10529         .08604
  20       20.000       .00933   105525        -.10452         .08595
  21       21.000       .01180   105190        -.10376         .08593
  22       22.000       .01443   104855        -.10310         .08604
  23       23.000       .01728   104520        -.10251         .08621
  24       24.000       .02056   104185        -.10193         .08631
  25       25.000       .02439   103850        -.10146         .08646
  26       26.000       .02833   103515        -.10109         .08662
  27       27.000       .03205   103180        -.10082         .08669
  28       28.000       .03569   102845        -.10061         .08671
  29       29.000       .03904   102510        -.10055         .08673
  30       30.000       .04222   102175        -.10038         .08670
  31       31.000       .04509   101840        -.10029         .08663
  32       32.000       .04769   101505        -.10027         .08642
  33       33.000       .04974   101170        -.10037         .08610
  34       34.000       .05165   100835        -.10054         .08568
  35       35.000       .05324   100500        -.10075         .08533
  36       36.000       .05458   100165        -.10105         .08514
  37       37.000       .05546    99830        -.10149         .08507
  38       38.000       .05611    99495        -.10190         .08506
  39       39.000       .05633    99160        -.10221         .08501
  40       40.000       .05642    98825        -.10253         .08480
  41       41.000       .05621    98490        -.10274         .08454
  42       42.000       .05564    98155        -.10299         .08415
  43       43.000       .05474    97820        -.10334         .08369
  44       44.000       .05401    97485        -.10372         .08319
  45       45.000       .05346    97150        -.10403         .08269
  46       46.000       .05313    96815        -.10444         .08219
  47       47.000       .05316    96480        -.10491         .08182
  48       48.000       .05339    96145        -.10531         .08149
  49       49.000       .05362    95810        -.10567         .08108
  50       50.000       .05369    95475        -.10593         .08054
  51       51.000       .05366    95140        -.10625         .07987
  52       52.000       .05330    94805        -.10656         .07907
  53       53.000       .05269    94470        -.10684         .07816
  54       54.000       .05224    94135        -.10710         .07711
  55       55.000       .05146    93800        -.10744         .07593
  56       56.000       .05056    93465        -.10785         .07461
  57       57.000       .04989    93130        -.10829         .07301
  58       58.000       .04945    92795        -.10879         .07123
  59       59.000       .04872    92460        -.10937         .06935
  60       60.000       .04757    92125        -.10997         .06733
  61       61.000       .04619    91790        -.11053         .06516
  62       62.000       .04439    91455        -.11107         .06279
  63       63.000       .04250    91120        -.11166         .06050
  64       64.000       .04059    90785        -.11230         .05821
  65       65.000       .03849    90450        -.11294         .05576
  66       66.000       .03654    90115        -.11363         .05331
  67       67.000       .03469    89780        -.11443         .05087
  68       68.000       .03275    89445        -.11526         .04846
  69       69.000       .03066    89110        -.11601         .04607
  70       70.000       .02891    88775        -.11680         .04373
  71       71.000       .02732    88440        -.11757         .04149
  72       72.000       .02579    88105        -.11822         .03941
  73       73.000       .02452    87770        -.11882         .03747
  74       74.000       .02351    87435        -.11939         .03567
  75       75.000       .02292    87100        -.11988         .03392
  76       76.000       .02294    86765        -.12018         .03225
  77       77.000       .02320    86430        -.12051         .03058
  78       78.000       .02400    86095        -.12079         .02894
  79       79.000       .02486    85760        -.12104         .02730
  80       80.000       .02589    85425        -.12112         .02584
  81       81.000       .02735    85090        -.12105         .02447
  82       82.000       .02963    84755        -.12077         .02317
  83       83.000       .03266    84420        -.12045         .02192
  84       84.000       .03617    84085        -.12004         .02079
  85       85.000       .04000    83750        -.11960         .01968
  86       86.000       .04401    83415        -.11921         .01851
  87       87.000       .04785    83080        -.11870         .01746
  88       88.000       .05184    82745        -.11805         .01648
  89       89.000       .05567    82410        -.11759         .01573
  90       90.000       .05921    82075        -.11720         .01495
  91       91.000       .06263    81740        -.11683         .01417
  92       92.000       .06615    81405        -.11651         .01349
  93       93.000       .06917    81070        -.11611         .01289
  94       94.000       .07225    80735        -.11571         .01246
  95       95.000       .07500    80400        -.11550         .01198
  96       96.000       .07790    80065        -.11543         .01157
  97       97.000       .08080    79730        -.11544         .01103
  98       98.000       .08344    79395        -.11553         .01036
  99       99.000       .08567    79060        -.11553         .00962
 100      100.000       .08763    78725        -.11547         .00890
Cross Semivariogram     tail:Al           head:Zr            direction  1 
   1        1.000       .00015   111890        -.11129         .03831
   2        2.000       .00048   111555        -.11103         .03857
   3        3.000       .00093   111220        -.11091         .03877
   4        4.000       .00156   110885        -.11085         .03893
   5        5.000       .00247   110550        -.11088         .03910
   6        6.000       .00382   110215        -.11097         .03929
   7        7.000       .00520   109880        -.11102         .03942
   8        8.000       .00668   109545        -.11097         .03962
   9        9.000       .00819   109210        -.11082         .03988
  10       10.000       .00991   108875        -.11064         .04008
  11       11.000       .01186   108540        -.11033         .04032
  12       12.000       .01449   108205        -.10995         .04076
  13       13.000       .01733   107870        -.10955         .04122
  14       14.000       .02006   107535        -.10901         .04170
  15       15.000       .02236   107200        -.10842         .04217
  16       16.000       .02437   106865        -.10774         .04269
  17       17.000       .02624   106530        -.10695         .04313
  18       18.000       .02777   106195        -.10610         .04343
  19       19.000       .02937   105860        -.10529         .04356
  20       20.000       .03076   105525        -.10452         .04358
  21       21.000       .03216   105190        -.10376         .04358
  22       22.000       .03391   104855        -.10310         .04348
  23       23.000       .03553   104520        -.10251         .04331
  24       24.000       .03710   104185        -.10193         .04299
  25       25.000       .03880   103850        -.10146         .04269
  26       26.000       .04050   103515        -.10109         .04231
  27       27.000       .04210   103180        -.10082         .04195
  28       28.000       .04388   102845        -.10061         .04160
  29       29.000       .04576   102510        -.10055         .04110
  30       30.000       .04790   102175        -.10038         .04054
  31       31.000       .05003   101840        -.10029         .04003
  32       32.000       .05222   101505        -.10027         .03955
  33       33.000       .05447   101170        -.10037         .03907
  34       34.000       .05664   100835        -.10054         .03865
  35       35.000       .05889   100500        -.10075         .03832
  36       36.000       .06048   100165        -.10105         .03791
  37       37.000       .06176    99830        -.10149         .03742
  38       38.000       .06304    99495        -.10190         .03677
  39       39.000       .06396    99160        -.10221         .03617
  40       40.000       .06494    98825        -.10253         .03564
  41       41.000       .06579    98490        -.10274         .03514
  42       42.000       .06615    98155        -.10299         .03454
  43       43.000       .06607    97820        -.10334         .03377
  44       44.000       .06535    97485        -.10372         .03294
  45       45.000       .06448    97150        -.10403         .03219
  46       46.000       .06287    96815        -.10444         .03144
  47       47.000       .06043    96480        -.10491         .03084
  48       48.000       .05804    96145        -.10531         .03011
  49       49.000       .05531    95810        -.10567         .02934
  50       50.000       .05239    95475        -.10593         .02860
  51       51.000       .04906    95140        -.10625         .02793
  52       52.000       .04543    94805        -.10656         .02724
  53       53.000       .04160    94470        -.10684         .02675
  54       54.000       .03764    94135        -.10710         .02638
  55       55.000       .03302    93800        -.10744         .02613
  56       56.000       .02793    93465        -.10785         .02598
  57       57.000       .02268    93130        -.10829         .02601
  58       58.000       .01732    92795        -.10879         .02598
  59       59.000       .01175    92460        -.10937         .02604
  60       60.000       .00617    92125        -.10997         .02620
  61       61.000       .00028    91790        -.11053         .02636
  62       62.000      -.00588    91455        -.11107         .02658
  63       63.000      -.01229    91120        -.11166         .02690
  64       64.000      -.01862    90785        -.11230         .02723
  65       65.000      -.02499    90450        -.11294         .02752
  66       66.000      -.03134    90115        -.11363         .02771
  67       67.000      -.03762    89780        -.11443         .02777
  68       68.000      -.04398    89445        -.11526         .02784
  69       69.000      -.05028    89110        -.11601         .02796
  70       70.000      -.05638    88775        -.11680         .02813
  71       71.000      -.06199    88440        -.11757         .02838
  72       72.000      -.06721    88105        -.11822         .02854
  73       73.000      -.07141    87770        -.11882         .02863
  74       74.000      -.07470    87435        -.11939         .02853
  75       75.000      -.07719    87100        -.11988         .02840
  76       76.000      -.07914    86765        -.12018         .02813
  77       77.000      -.08087    86430        -.12051         .02764
  78       78.000      -.08216    86095        -.12079         .02693
  79       79.000      -.08301    85760        -.12104         .02614
  80       80.000      -.08278    85425        -.12112         .02526
  81       81.000      -.08208    85090        -.12105         .02434
  82       82.000      -.08082    84755        -.12077         .02354
  83       83.000      -.07910    84420        -.12045         .02297
  84       84.000      -.07724    84085        -.12004         .02244
  85       85.000      -.07524    83750        -.11960         .02196
  86       86.000      -.07290    83415        -.11921         .02150
  87       87.000      -.07001    83080        -.11870         .02108
  88       88.000      -.06636    82745        -.11805         .02059
  89       89.000      -.06236    82410        -.11759         .02012
  90       90.000      -.05768    82075        -.11720         .01971
  91       91.000      -.05246    81740        -.11683         .01944
  92       92.000      -.04702    81405        -.11651         .01893
  93       93.000      -.04109    81070        -.11611         .01832
  94       94.000      -.03443    80735        -.11571         .01766
  95       95.000      -.02747    80400        -.11550         .01697
  96       96.000      -.02041    80065        -.11543         .01642
  97       97.000      -.01348    79730        -.11544         .01585
  98       98.000      -.00686    79395        -.11553         .01509
  99       99.000      -.00055    79060        -.11553         .01421
 100      100.000       .00554    78725        -.11547         .01320
Cross Semivariogram     tail:Au           head:Au            direction  1 
   1        1.000       .02673   111890         .11135         .10992
   2        2.000       .05273   111555         .11283         .10995
   3        3.000       .07806   111220         .11434         .10989
   4        4.000       .10332   110885         .11594         .10986
   5        5.000       .12842   110550         .11770         .10981
   6        6.000       .15351   110215         .11955         .10962
   7        7.000       .17816   109880         .12137         .10929
   8        8.000       .20204   109545         .12311         .10878
   9        9.000       .22571   109210         .12479         .10819
  10       10.000       .24893   108875         .12643         .10753
  11       11.000       .27153   108540         .12801         .10682
  12       12.000       .29342   108205         .12944         .10596
  13       13.000       .31449   107870         .13091         .10499
  14       14.000       .33460   107535         .13242         .10388
  15       15.000       .35396   107200         .13403         .10269
  16       16.000       .37206   106865         .13564         .10133
  17       17.000       .38920   106530         .13740         .09975
  18       18.000       .40597   106195         .13922         .09804
  19       19.000       .42247   105860         .14117         .09634
  20       20.000       .43837   105525         .14324         .09468
  21       21.000       .45349   105190         .14536         .09307
  22       22.000       .46788   104855         .14738         .09153
  23       23.000       .48169   104520         .14935         .09010
  24       24.000       .49507   104185         .15134         .08875
  25       25.000       .50810   103850         .15345         .08737
  26       26.000       .52037   103515         .15570         .08599
  27       27.000       .53166   103180         .15801         .08467
  28       28.000       .54234   102845         .16022         .08338
  29       29.000       .55222   102510         .16233         .08210
  30       30.000       .56133   102175         .16435         .08091
  31       31.000       .56994   101840         .16632         .07990
  32       32.000       .57773   101505         .16828         .07897
  33       33.000       .58478   101170         .17025         .07818
  34       34.000       .59158   100835         .17222         .07749
  35       35.000       .59754   100500         .17419         .07684
  36       36.000       .60316   100165         .17608         .07627
  37       37.000       .60816    99830         .17787         .07590
  38       38.000       .61299    99495         .17951         .07569
  39       39.000       .61763    99160         .18112         .07561
  40       40.000       .62212    98825         .18259         .07570
  41       41.000       .62680    98490         .18394         .07594
  42       42.000       .63152    98155         .18514         .07643
  43       43.000       .63584    97820         .18629         .07701
  44       44.000       .63994    97485         .18737         .07759
  45       45.000       .64364    97150         .18823         .07810
  46       46.000       .64701    96815         .18889         .07862
  47       47.000       .64956    96480         .18931         .07913
  48       48.000       .65176    96145         .18967         .07966
  49       49.000       .65352    95810         .19004         .08018
  50       50.000       .65474    95475         .19029         .08073
  51       51.000       .65551    95140         .19051         .08130
  52       52.000       .65592    94805         .19058         .08196
  53       53.000       .65615    94470         .19064         .08264
  54       54.000       .65651    94135         .19061         .08329
  55       55.000       .65615    93800         .19058         .08382
  56       56.000       .65559    93465         .19056         .08436
  57       57.000       .65487    93130         .19047         .08494
  58       58.000       .65413    92795         .19041         .08546
  59       59.000       .65349    92460         .19034         .08592
  60       60.000       .65289    92125         .19045         .08627
  61       61.000       .65203    91790         .19058         .08659
  62       62.000       .65148    91455         .19063         .08678
  63       63.000       .65102    91120         .19067         .08686
  64       64.000       .65076    90785         .19071         .08687
  65       65.000       .65053    90450         .19067         .08682
  66       66.000       .65000    90115         .19049         .08674
  67       67.000       .64945    89780         .19015         .08660
  68       68.000       .64922    89445         .18980         .08647
  69       69.000       .64924    89110         .18940         .08630
  70       70.000       .64925    88775         .18893         .08613
  71       71.000       .64929    88440         .18841         .08598
  72       72.000       .64958    88105         .18784         .08583
  73       73.000       .64994    87770         .18720         .08556
  74       74.000       .65066    87435         .18669         .08518
  75       75.000       .65165    87100         .18623         .08480
  76       76.000       .65331    86765         .18584         .08448
  77       77.000       .65553    86430         .18554         .08404
  78       78.000       .65809    86095         .18523         .08363
  79       79.000       .66084    85760         .18507         .08323
  80       80.000       .66384    85425         .18499         .08288
  81       81.000       .66760    85090         .18495         .08257
  82       82.000       .67184    84755         .18500         .08226
  83       83.000       .67627    84420         .18514         .08207
  84       84.000       .68095    84085         .18532         .08193
  85       85.000       .68541    83750         .18547         .08171
  86       86.000       .68924    83415         .18576         .08156
  87       87.000       .69282    83080         .18622         .08164
  88       88.000       .69569    82745         .18672         .08177
  89       89.000       .69813    82410         .18727         .08195
  90       90.000       .70019    82075         .18772         .08203
  91       91.000       .70205    81740         .18804         .08203
  92       92.000       .70342    81405         .18820         .08202
  93       93.000       .70539    81070         .18844         .08197
  94       94.000       .70719    80735         .18876         .08195
  95       95.000       .70843    80400         .18926         .08185
  96       96.000       .70921    80065         .18983         .08174
  97       97.000       .70968    79730         .19040         .08167
  98       98.000       .71012    79395         .19086         .08168
  99       99.000       .70987    79060         .19117         .08166
 100      100.000       .70949    78725         .19133         .08173
Cross Semivariogram     tail:Au           head:B             direction  1 
   1        1.000       .00011   111890         .11135         .01107
   2        2.000       .00013   111555         .11283         .01178
   3        3.000       .00009   111220         .11434         .01253
   4        4.000      -.00016   110885         .11594         .01319
   5        5.000      -.00047   110550         .11770         .01370
   6        6.000      -.00065   110215         .11955         .01407
   7        7.000      -.00111   109880         .12137         .01442
   8        8.000      -.00196   109545         .12311         .01475
   9        9.000      -.00302   109210         .12479         .01512
  10       10.000      -.00430   108875         .12643         .01550
  11       11.000      -.00552   108540         .12801         .01586
  12       12.000      -.00682   108205         .12944         .01609
  13       13.000      -.00814   107870         .13091         .01619
  14       14.000      -.00945   107535         .13242         .01618
  15       15.000      -.01069   107200         .13403         .01602
  16       16.000      -.01182   106865         .13564         .01578
  17       17.000      -.01287   106530         .13740         .01547
  18       18.000      -.01394   106195         .13922         .01514
  19       19.000      -.01528   105860         .14117         .01474
  20       20.000      -.01664   105525         .14324         .01420
  21       21.000      -.01801   105190         .14536         .01355
  22       22.000      -.01930   104855         .14738         .01273
  23       23.000      -.02041   104520         .14935         .01173
  24       24.000      -.02128   104185         .15134         .01048
  25       25.000      -.02204   103850         .15345         .00911
  26       26.000      -.02284   103515         .15570         .00755
  27       27.000      -.02368   103180         .15801         .00570
  28       28.000      -.02457   102845         .16022         .00373
  29       29.000      -.02552   102510         .16233         .00167
  30       30.000      -.02643   102175         .16435        -.00043
  31       31.000      -.02739   101840         .16632        -.00270
  32       32.000      -.02855   101505         .16828        -.00512
  33       33.000      -.02969   101170         .17025        -.00759
  34       34.000      -.03074   100835         .17222        -.00992
  35       35.000      -.03170   100500         .17419        -.01212
  36       36.000      -.03260   100165         .17608        -.01424
  37       37.000      -.03328    99830         .17787        -.01633
  38       38.000      -.03362    99495         .17951        -.01848
  39       39.000      -.03386    99160         .18112        -.02074
  40       40.000      -.03414    98825         .18259        -.02315
  41       41.000      -.03428    98490         .18394        -.02566
  42       42.000      -.03436    98155         .18514        -.02834
  43       43.000      -.03442    97820         .18629        -.03106
  44       44.000      -.03435    97485         .18737        -.03378
  45       45.000      -.03430    97150         .18823        -.03654
  46       46.000      -.03421    96815         .18889        -.03933
  47       47.000      -.03411    96480         .18931        -.04220
  48       48.000      -.03416    96145         .18967        -.04498
  49       49.000      -.03389    95810         .19004        -.04759
  50       50.000      -.03354    95475         .19029        -.05010
  51       51.000      -.03312    95140         .19051        -.05264
  52       52.000      -.03261    94805         .19058        -.05502
  53       53.000      -.03176    94470         .19064        -.05738
  54       54.000      -.03079    94135         .19061        -.05977
  55       55.000      -.02998    93800         .19058        -.06196
  56       56.000      -.02952    93465         .19056        -.06408
  57       57.000      -.02909    93130         .19047        -.06623
  58       58.000      -.02892    92795         .19041        -.06831
  59       59.000      -.02918    92460         .19034        -.07048
  60       60.000      -.02983    92125         .19045        -.07263
  61       61.000      -.03046    91790         .19058        -.07483
  62       62.000      -.03150    91455         .19063        -.07710
  63       63.000      -.03263    91120         .19067        -.07952
  64       64.000      -.03387    90785         .19071        -.08201
  65       65.000      -.03497    90450         .19067        -.08450
  66       66.000      -.03611    90115         .19049        -.08704
  67       67.000      -.03733    89780         .19015        -.08959
  68       68.000      -.03859    89445         .18980        -.09206
  69       69.000      -.03984    89110         .18940        -.09443
  70       70.000      -.04114    88775         .18893        -.09663
  71       71.000      -.04268    88440         .18841        -.09865
  72       72.000      -.04407    88105         .18784        -.10058
  73       73.000      -.04540    87770         .18720        -.10246
  74       74.000      -.04671    87435         .18669        -.10438
  75       75.000      -.04815    87100         .18623        -.10621
  76       76.000      -.04985    86765         .18584        -.10797
  77       77.000      -.05191    86430         .18554        -.10965
  78       78.000      -.05392    86095         .18523        -.11126
  79       79.000      -.05559    85760         .18507        -.11285
  80       80.000      -.05726    85425         .18499        -.11425
  81       81.000      -.05912    85090         .18495        -.11554
  82       82.000      -.06110    84755         .18500        -.11656
  83       83.000      -.06336    84420         .18514        -.11749
  84       84.000      -.06545    84085         .18532        -.11822
  85       85.000      -.06753    83750         .18547        -.11888
  86       86.000      -.06967    83415         .18576        -.11942
  87       87.000      -.07184    83080         .18622        -.11972
  88       88.000      -.07350    82745         .18672        -.11996
  89       89.000      -.07508    82410         .18727        -.12011
  90       90.000      -.07675    82075         .18772        -.12013
  91       91.000      -.07816    81740         .18804        -.11998
  92       92.000      -.07917    81405         .18820        -.11959
  93       93.000      -.08000    81070         .18844        -.11889
  94       94.000      -.08059    80735         .18876        -.11794
  95       95.000      -.08104    80400         .18926        -.11693
  96       96.000      -.08112    80065         .18983        -.11583
  97       97.000      -.08097    79730         .19040        -.11456
  98       98.000      -.08035    79395         .19086        -.11317
  99       99.000      -.07972    79060         .19117        -.11173
 100      100.000      -.07902    78725         .19133        -.11031
Cross Semivariogram     tail:Au           head:Ba            direction  1 
   1        1.000       .00004   111890         .11135        -.03146
   2        2.000       .00026   111555         .11283        -.03174
   3        3.000       .00065   111220         .11434        -.03198
   4        4.000       .00066   110885         .11594        -.03218
   5        5.000       .00036   110550         .11770        -.03238
   6        6.000      -.00010   110215         .11955        -.03251
   7        7.000      -.00062   109880         .12137        -.03257
   8        8.000      -.00117   109545         .12311        -.03262
   9        9.000      -.00193   109210         .12479        -.03260
  10       10.000      -.00279   108875         .12643        -.03252
  11       11.000      -.00367   108540         .12801        -.03242
  12       12.000      -.00471   108205         .12944        -.03231
  13       13.000      -.00579   107870         .13091        -.03215
  14       14.000      -.00676   107535         .13242        -.03197
  15       15.000      -.00764   107200         .13403        -.03179
  16       16.000      -.00837   106865         .13564        -.03167
  17       17.000      -.00914   106530         .13740        -.03153
  18       18.000      -.00965   106195         .13922        -.03137
  19       19.000      -.00991   105860         .14117        -.03122
  20       20.000      -.01008   105525         .14324        -.03101
  21       21.000      -.01002   105190         .14536        -.03072
  22       22.000      -.00980   104855         .14738        -.03028
  23       23.000      -.00974   104520         .14935        -.02996
  24       24.000      -.00961   104185         .15134        -.02967
  25       25.000      -.00962   103850         .15345        -.02938
  26       26.000      -.00959   103515         .15570        -.02912
  27       27.000      -.00941   103180         .15801        -.02881
  28       28.000      -.00905   102845         .16022        -.02848
  29       29.000      -.00847   102510         .16233        -.02807
  30       30.000      -.00767   102175         .16435        -.02771
  31       31.000      -.00678   101840         .16632        -.02732
  32       32.000      -.00572   101505         .16828        -.02686
  33       33.000      -.00493   101170         .17025        -.02636
  34       34.000      -.00427   100835         .17222        -.02587
  35       35.000      -.00404   100500         .17419        -.02543
  36       36.000      -.00386   100165         .17608        -.02504
  37       37.000      -.00366    99830         .17787        -.02472
  38       38.000      -.00371    99495         .17951        -.02451
  39       39.000      -.00387    99160         .18112        -.02443
  40       40.000      -.00393    98825         .18259        -.02435
  41       41.000      -.00392    98490         .18394        -.02425
  42       42.000      -.00375    98155         .18514        -.02408
  43       43.000      -.00356    97820         .18629        -.02398
  44       44.000      -.00314    97485         .18737        -.02398
  45       45.000      -.00256    97150         .18823        -.02407
  46       46.000      -.00184    96815         .18889        -.02419
  47       47.000      -.00090    96480         .18931        -.02437
  48       48.000      -.00006    96145         .18967        -.02454
  49       49.000       .00100    95810         .19004        -.02478
  50       50.000       .00230    95475         .19029        -.02510
  51       51.000       .00360    95140         .19051        -.02544
  52       52.000       .00461    94805         .19058        -.02582
  53       53.000       .00565    94470         .19064        -.02617
  54       54.000       .00655    94135         .19061        -.02648
  55       55.000       .00711    93800         .19058        -.02651
  56       56.000       .00736    93465         .19056        -.02642
  57       57.000       .00736    93130         .19047        -.02626
  58       58.000       .00687    92795         .19041        -.02602
  59       59.000       .00597    92460         .19034        -.02567
  60       60.000       .00474    92125         .19045        -.02531
  61       61.000       .00334    91790         .19058        -.02504
  62       62.000       .00212    91455         .19063        -.02479
  63       63.000       .00058    91120         .19067        -.02446
  64       64.000      -.00126    90785         .19071        -.02407
  65       65.000      -.00320    90450         .19067        -.02372
  66       66.000      -.00491    90115         .19049        -.02335
  67       67.000      -.00641    89780         .19015        -.02297
  68       68.000      -.00793    89445         .18980        -.02275
  69       69.000      -.00949    89110         .18940        -.02263
  70       70.000      -.01088    88775         .18893        -.02271
  71       71.000      -.01211    88440         .18841        -.02302
  72       72.000      -.01326    88105         .18784        -.02359
  73       73.000      -.01447    87770         .18720        -.02432
  74       74.000      -.01569    87435         .18669        -.02528
  75       75.000      -.01663    87100         .18623        -.02649
  76       76.000      -.01763    86765         .18584        -.02789
  77       77.000      -.01840    86430         .18554        -.02928
  78       78.000      -.01914    86095         .18523        -.03062
  79       79.000      -.01992    85760         .18507        -.03208
  80       80.000      -.02073    85425         .18499        -.03365
  81       81.000      -.02102    85090         .18495        -.03530
  82       82.000      -.02137    84755         .18500        -.03690
  83       83.000      -.02131    84420         .18514        -.03861
  84       84.000      -.02131    84085         .18532        -.04037
  85       85.000      -.02148    83750         .18547        -.04212
  86       86.000      -.02171    83415         .18576        -.04385
  87       87.000      -.02193    83080         .18622        -.04565
  88       88.000      -.02195    82745         .18672        -.04728
  89       89.000      -.02189    82410         .18727        -.04877
  90       90.000      -.02175    82075         .18772        -.05015
  91       91.000      -.02163    81740         .18804        -.05136
  92       92.000      -.02138    81405         .18820        -.05249
  93       93.000      -.02090    81070         .18844        -.05343
  94       94.000      -.02080    80735         .18876        -.05427
  95       95.000      -.02082    80400         .18926        -.05505
  96       96.000      -.02094    80065         .18983        -.05582
  97       97.000      -.02121    79730         .19040        -.05671
  98       98.000      -.02167    79395         .19086        -.05773
  99       99.000      -.02239    79060         .19117        -.05877
 100      100.000      -.02329    78725         .19133        -.05972
Cross Semivariogram     tail:Au           head:Be            direction  1 
   1        1.000       .00020   111890         .11135         .00080
   2        2.000       .00062   111555         .11283         .00055
   3        3.000       .00142   111220         .11434         .00024
   4        4.000       .00225   110885         .11594        -.00007
   5        5.000       .00330   110550         .11770        -.00044
   6        6.000       .00454   110215         .11955        -.00082
   7        7.000       .00627   109880         .12137        -.00135
   8        8.000       .00824   109545         .12311        -.00198
   9        9.000       .00991   109210         .12479        -.00252
  10       10.000       .01151   108875         .12643        -.00299
  11       11.000       .01314   108540         .12801        -.00323
  12       12.000       .01489   108205         .12944        -.00337
  13       13.000       .01676   107870         .13091        -.00343
  14       14.000       .01862   107535         .13242        -.00344
  15       15.000       .02096   107200         .13403        -.00353
  16       16.000       .02338   106865         .13564        -.00371
  17       17.000       .02594   106530         .13740        -.00396
  18       18.000       .02859   106195         .13922        -.00442
  19       19.000       .03092   105860         .14117        -.00496
  20       20.000       .03347   105525         .14324        -.00561
  21       21.000       .03587   105190         .14536        -.00642
  22       22.000       .03795   104855         .14738        -.00730
  23       23.000       .03983   104520         .14935        -.00820
  24       24.000       .04152   104185         .15134        -.00913
  25       25.000       .04328   103850         .15345        -.01009
  26       26.000       .04502   103515         .15570        -.01096
