Cross Semivariogram     tail:Ag           head:Ag            direction  1 
  97       97.000       .02526    79730         .10130         .01982
  98       98.000       .02574    79395         .10424         .01936
  99       99.000       .02592    79060         .10703         .01899
 100      100.000       .02580    78725         .10961         .01859
Cross Semivariogram     tail:Co           head:Y1            direction  1 
   1        1.000       .00013   111890         .05821         .08493
   2        2.000       .00037   111555         .05888         .08561
   3        3.000       .00068   111220         .05953         .08618
   4        4.000       .00103   110885         .06018         .08661
   5        5.000       .00142   110550         .06083         .08690
   6        6.000       .00183   110215         .06153         .08710
   7        7.000       .00203   109880         .06235         .08719
   8        8.000       .00223   109545         .06317         .08716
   9        9.000       .00235   109210         .06390         .08719
  10       10.000       .00224   108875         .06458         .08720
  11       11.000       .00164   108540         .06520         .08728
  12       12.000       .00078   108205         .06576         .08734
  13       13.000      -.00015   107870         .06623         .08737
  14       14.000      -.00100   107535         .06678         .08727
  15       15.000      -.00191   107200         .06734         .08704
  16       16.000      -.00298   106865         .06781         .08675
  17       17.000      -.00424   106530         .06827         .08648
  18       18.000      -.00559   106195         .06865         .08625
  19       19.000      -.00689   105860         .06902         .08604
  20       20.000      -.00812   105525         .06934         .08595
  21       21.000      -.00923   105190         .06972         .08593
  22       22.000      -.01039   104855         .07009         .08604
  23       23.000      -.01158   104520         .07030         .08621
  24       24.000      -.01286   104185         .07047         .08631
  25       25.000      -.01392   103850         .07059         .08646
  26       26.000      -.01487   103515         .07059         .08662
  27       27.000      -.01590   103180         .07045         .08669
  28       28.000      -.01693   102845         .07022         .08671
  29       29.000      -.01806   102510         .06992         .08673
  30       30.000      -.01897   102175         .06957         .08670
  31       31.000      -.01963   101840         .06913         .08663
  32       32.000      -.02008   101505         .06850         .08642
  33       33.000      -.02044   101170         .06766         .08610
  34       34.000      -.02086   100835         .06666         .08568
  35       35.000      -.02114   100500         .06549         .08533
  36       36.000      -.02154   100165         .06431         .08514
  37       37.000      -.02170    99830         .06318         .08507
  38       38.000      -.02164    99495         .06205         .08506
  39       39.000      -.02135    99160         .06103         .08501
  40       40.000      -.02105    98825         .06002         .08480
  41       41.000      -.02062    98490         .05902         .08454
  42       42.000      -.02012    98155         .05798         .08415
  43       43.000      -.01941    97820         .05696         .08369
  44       44.000      -.01853    97485         .05605         .08319
  45       45.000      -.01765    97150         .05513         .08269
  46       46.000      -.01649    96815         .05424         .08219
  47       47.000      -.01501    96480         .05327         .08182
  48       48.000      -.01318    96145         .05231         .08149
  49       49.000      -.01145    95810         .05141         .08108
  50       50.000      -.00995    95475         .05049         .08054
  51       51.000      -.00866    95140         .04965         .07987
  52       52.000      -.00754    94805         .04882         .07907
  53       53.000      -.00620    94470         .04797         .07816
  54       54.000      -.00520    94135         .04713         .07711
  55       55.000      -.00436    93800         .04643         .07593
  56       56.000      -.00360    93465         .04578         .07461
  57       57.000      -.00335    93130         .04518         .07301
  58       58.000      -.00309    92795         .04469         .07123
  59       59.000      -.00271    92460         .04436         .06935
  60       60.000      -.00273    92125         .04411         .06733
  61       61.000      -.00287    91790         .04388         .06516
  62       62.000      -.00300    91455         .04362         .06279
  63       63.000      -.00299    91120         .04334         .06050
  64       64.000      -.00309    90785         .04304         .05821
  65       65.000      -.00361    90450         .04283         .05576
  66       66.000      -.00446    90115         .04272         .05331
  67       67.000      -.00585    89780         .04267         .05087
  68       68.000      -.00713    89445         .04269         .04846
  69       69.000      -.00877    89110         .04286         .04607
  70       70.000      -.01090    88775         .04317         .04373
  71       71.000      -.01337    88440         .04367         .04149
  72       72.000      -.01544    88105         .04430         .03941
  73       73.000      -.01751    87770         .04489         .03747
  74       74.000      -.01961    87435         .04556         .03567
  75       75.000      -.02173    87100         .04648         .03392
  76       76.000      -.02353    86765         .04769         .03225
  77       77.000      -.02521    86430         .04902         .03058
  78       78.000      -.02688    86095         .05044         .02894
  79       79.000      -.02838    85760         .05198         .02730
  80       80.000      -.02947    85425         .05372         .02584
  81       81.000      -.03012    85090         .05569         .02447
  82       82.000      -.03025    84755         .05794         .02317
  83       83.000      -.03017    84420         .06046         .02192
  84       84.000      -.02986    84085         .06313         .02079
  85       85.000      -.02934    83750         .06601         .01968
  86       86.000      -.02876    83415         .06908         .01851
  87       87.000      -.02767    83080         .07211         .01746
  88       88.000      -.02643    82745         .07509         .01648
  89       89.000      -.02487    82410         .07807         .01573
  90       90.000      -.02316    82075         .08094         .01495
  91       91.000      -.02146    81740         .08378         .01417
  92       92.000      -.01971    81405         .08670         .01349
  93       93.000      -.01812    81070         .08963         .01289
  94       94.000      -.01642    80735         .09252         .01246
  95       95.000      -.01457    80400         .09539         .01198
  96       96.000      -.01271    80065         .09834         .01157
  97       97.000      -.01085    79730         .10130         .01103
  98       98.000      -.00935    79395         .10424         .01036
  99       99.000      -.00795    79060         .10703         .00962
 100      100.000      -.00666    78725         .10961         .00890
Cross Semivariogram     tail:Co           head:Zr            direction  1 
   1        1.000      -.00016   111890         .05821         .03831
   2        2.000      -.00042   111555         .05888         .03857
   3        3.000      -.00095   111220         .05953         .03877
   4        4.000      -.00160   110885         .06018         .03893
   5        5.000      -.00212   110550         .06083         .03910
   6        6.000      -.00276   110215         .06153         .03929
   7        7.000      -.00370   109880         .06235         .03942
   8        8.000      -.00450   109545         .06317         .03962
   9        9.000      -.00513   109210         .06390         .03988
  10       10.000      -.00560   108875         .06458         .04008
  11       11.000      -.00595   108540         .06520         .04032
  12       12.000      -.00586   108205         .06576         .04076
  13       13.000      -.00533   107870         .06623         .04122
  14       14.000      -.00422   107535         .06678         .04170
  15       15.000      -.00279   107200         .06734         .04217
  16       16.000      -.00096   106865         .06781         .04269
  17       17.000       .00097   106530         .06827         .04313
  18       18.000       .00331   106195         .06865         .04343
  19       19.000       .00577   105860         .06902         .04356
  20       20.000       .00842   105525         .06934         .04358
  21       21.000       .01155   105190         .06972         .04358
  22       22.000       .01484   104855         .07009         .04348
  23       23.000       .01836   104520         .07030         .04331
  24       24.000       .02189   104185         .07047         .04299
  25       25.000       .02562   103850         .07059         .04269
  26       26.000       .02911   103515         .07059         .04231
  27       27.000       .03281   103180         .07045         .04195
  28       28.000       .03672   102845         .07022         .04160
  29       29.000       .04093   102510         .06992         .04110
  30       30.000       .04549   102175         .06957         .04054
  31       31.000       .05008   101840         .06913         .04003
  32       32.000       .05493   101505         .06850         .03955
  33       33.000       .05976   101170         .06766         .03907
  34       34.000       .06489   100835         .06666         .03865
  35       35.000       .07013   100500         .06549         .03832
  36       36.000       .07512   100165         .06431         .03791
  37       37.000       .07961    99830         .06318         .03742
  38       38.000       .08370    99495         .06205         .03677
  39       39.000       .08749    99160         .06103         .03617
  40       40.000       .09104    98825         .06002         .03564
  41       41.000       .09461    98490         .05902         .03514
  42       42.000       .09799    98155         .05798         .03454
  43       43.000       .10119    97820         .05696         .03377
  44       44.000       .10415    97485         .05605         .03294
  45       45.000       .10669    97150         .05513         .03219
  46       46.000       .10876    96815         .05424         .03144
  47       47.000       .11038    96480         .05327         .03084
  48       48.000       .11133    96145         .05231         .03011
  49       49.000       .11159    95810         .05141         .02934
  50       50.000       .11167    95475         .05049         .02860
  51       51.000       .11152    95140         .04965         .02793
  52       52.000       .11096    94805         .04882         .02724
  53       53.000       .11024    94470         .04797         .02675
  54       54.000       .10919    94135         .04713         .02638
  55       55.000       .10796    93800         .04643         .02613
  56       56.000       .10666    93465         .04578         .02598
  57       57.000       .10506    93130         .04518         .02601
  58       58.000       .10277    92795         .04469         .02598
  59       59.000       .10016    92460         .04436         .02604
  60       60.000       .09713    92125         .04411         .02620
  61       61.000       .09361    91790         .04388         .02636
  62       62.000       .08995    91455         .04362         .02658
  63       63.000       .08607    91120         .04334         .02690
  64       64.000       .08186    90785         .04304         .02723
  65       65.000       .07714    90450         .04283         .02752
  66       66.000       .07234    90115         .04272         .02771
  67       67.000       .06719    89780         .04267         .02777
  68       68.000       .06156    89445         .04269         .02784
  69       69.000       .05574    89110         .04286         .02796
  70       70.000       .05032    88775         .04317         .02813
  71       71.000       .04543    88440         .04367         .02838
  72       72.000       .04046    88105         .04430         .02854
  73       73.000       .03559    87770         .04489         .02863
  74       74.000       .03089    87435         .04556         .02853
  75       75.000       .02649    87100         .04648         .02840
  76       76.000       .02209    86765         .04769         .02813
  77       77.000       .01787    86430         .04902         .02764
  78       78.000       .01373    86095         .05044         .02693
  79       79.000       .00964    85760         .05198         .02614
  80       80.000       .00540    85425         .05372         .02526
  81       81.000       .00153    85090         .05569         .02434
  82       82.000      -.00173    84755         .05794         .02354
  83       83.000      -.00470    84420         .06046         .02297
  84       84.000      -.00746    84085         .06313         .02244
  85       85.000      -.01004    83750         .06601         .02196
  86       86.000      -.01230    83415         .06908         .02150
  87       87.000      -.01390    83080         .07211         .02108
  88       88.000      -.01536    82745         .07509         .02059
  89       89.000      -.01677    82410         .07807         .02012
  90       90.000      -.01796    82075         .08094         .01971
  91       91.000      -.01888    81740         .08378         .01944
  92       92.000      -.01976    81405         .08670         .01893
  93       93.000      -.02045    81070         .08963         .01832
  94       94.000      -.02060    80735         .09252         .01766
  95       95.000      -.02051    80400         .09539         .01697
  96       96.000      -.02011    80065         .09834         .01642
  97       97.000      -.01923    79730         .10130         .01585
  98       98.000      -.01798    79395         .10424         .01509
  99       99.000      -.01658    79060         .10703         .01421
 100      100.000      -.01531    78725         .10961         .01320
Cross Semivariogram     tail:F            head:F             direction  1 
   1        1.000       .03603   111890        -.05572        -.05374
   2        2.000       .07038   111555        -.05770        -.05385
   3        3.000       .10373   111220        -.05961        -.05399
   4        4.000       .13668   110885        -.06150        -.05410
   5        5.000       .16963   110550        -.06324        -.05426
   6        6.000       .20249   110215        -.06492        -.05442
   7        7.000       .23567   109880        -.06659        -.05457
   8        8.000       .26892   109545        -.06818        -.05478
   9        9.000       .30220   109210        -.06961        -.05503
  10       10.000       .33523   108875        -.07090        -.05518
  11       11.000       .36850   108540        -.07215        -.05528
  12       12.000       .40152   108205        -.07346        -.05538
  13       13.000       .43417   107870        -.07476        -.05539
  14       14.000       .46616   107535        -.07601        -.05538
  15       15.000       .49724   107200        -.07706        -.05538
  16       16.000       .52753   106865        -.07797        -.05541
  17       17.000       .55670   106530        -.07863        -.05552
  18       18.000       .58487   106195        -.07912        -.05567
  19       19.000       .61144   105860        -.07945        -.05588
  20       20.000       .63661   105525        -.07974        -.05609
  21       21.000       .66012   105190        -.07993        -.05612
  22       22.000       .68267   104855        -.08006        -.05605
  23       23.000       .70409   104520        -.08028        -.05594
  24       24.000       .72472   104185        -.08055        -.05582
  25       25.000       .74406   103850        -.08074        -.05564
  26       26.000       .76248   103515        -.08078        -.05548
  27       27.000       .77975   103180        -.08082        -.05533
  28       28.000       .79554   102845        -.08082        -.05517
  29       29.000       .80980   102510        -.08075        -.05498
  30       30.000       .82259   102175        -.08060        -.05469
  31       31.000       .83389   101840        -.08042        -.05436
  32       32.000       .84430   101505        -.08032        -.05400
  33       33.000       .85388   101170        -.08029        -.05367
  34       34.000       .86268   100835        -.08034        -.05339
  35       35.000       .87043   100500        -.08041        -.05315
  36       36.000       .87717   100165        -.08047        -.05280
  37       37.000       .88311    99830        -.08040        -.05244
  38       38.000       .88812    99495        -.08016        -.05210
  39       39.000       .89270    99160        -.07995        -.05190
  40       40.000       .89645    98825        -.07972        -.05177
  41       41.000       .89903    98490        -.07937        -.05169
  42       42.000       .90048    98155        -.07892        -.05161
  43       43.000       .90045    97820        -.07828        -.05154
  44       44.000       .89939    97485        -.07753        -.05135
  45       45.000       .89757    97150        -.07679        -.05105
  46       46.000       .89521    96815        -.07610        -.05086
  47       47.000       .89183    96480        -.07542        -.05061
  48       48.000       .88810    96145        -.07491        -.05033
  49       49.000       .88396    95810        -.07454        -.04993
  50       50.000       .87992    95475        -.07441        -.04948
  51       51.000       .87579    95140        -.07428        -.04894
  52       52.000       .87083    94805        -.07425        -.04816
  53       53.000       .86570    94470        -.07428        -.04727
  54       54.000       .86023    94135        -.07436        -.04613
  55       55.000       .85474    93800        -.07463        -.04487
  56       56.000       .84865    93465        -.07502        -.04348
  57       57.000       .84285    93130        -.07549        -.04204
  58       58.000       .83729    92795        -.07601        -.04063
  59       59.000       .83198    92460        -.07661        -.03911
  60       60.000       .82732    92125        -.07734        -.03745
  61       61.000       .82247    91790        -.07819        -.03567
  62       62.000       .81796    91455        -.07922        -.03386
  63       63.000       .81334    91120        -.08035        -.03207
  64       64.000       .80878    90785        -.08146        -.03033
  65       65.000       .80447    90450        -.08271        -.02854
  66       66.000       .80050    90115        -.08404        -.02666
  67       67.000       .79686    89780        -.08524        -.02466
  68       68.000       .79345    89445        -.08636        -.02253
  69       69.000       .79051    89110        -.08736        -.02036
  70       70.000       .78836    88775        -.08812        -.01820
  71       71.000       .78680    88440        -.08888        -.01585
  72       72.000       .78606    88105        -.08958        -.01346
  73       73.000       .78572    87770        -.09035        -.01107
  74       74.000       .78599    87435        -.09102        -.00861
  75       75.000       .78643    87100        -.09164        -.00611
  76       76.000       .78668    86765        -.09220        -.00344
  77       77.000       .78727    86430        -.09266        -.00068
  78       78.000       .78787    86095        -.09284         .00196
  79       79.000       .78799    85760        -.09287         .00446
  80       80.000       .78774    85425        -.09276         .00703
  81       81.000       .78724    85090        -.09250         .00960
  82       82.000       .78691    84755        -.09207         .01211
  83       83.000       .78633    84420        -.09153         .01446
  84       84.000       .78593    84085        -.09085         .01678
  85       85.000       .78542    83750        -.09009         .01901
  86       86.000       .78444    83415        -.08932         .02136
  87       87.000       .78360    83080        -.08851         .02374
  88       88.000       .78302    82745        -.08780         .02602
  89       89.000       .78238    82410        -.08721         .02804
  90       90.000       .78172    82075        -.08663         .02987
  91       91.000       .78113    81740        -.08608         .03153
  92       92.000       .78014    81405        -.08576         .03318
  93       93.000       .77929    81070        -.08563         .03475
  94       94.000       .77921    80735        -.08558         .03607
  95       95.000       .77949    80400        -.08570         .03720
  96       96.000       .78031    80065        -.08601         .03826
  97       97.000       .78139    79730        -.08652         .03929
  98       98.000       .78295    79395        -.08717         .04004
  99       99.000       .78464    79060        -.08786         .04073
 100      100.000       .78634    78725        -.08855         .04126
Cross Semivariogram     tail:F            head:Fe            direction  1 
   1        1.000       .00022   111890        -.05572         .12448
   2        2.000       .00102   111555        -.05770         .12410
   3        3.000       .00195   111220        -.05961         .12374
   4        4.000       .00314   110885        -.06150         .12336
   5        5.000       .00458   110550        -.06324         .12305
   6        6.000       .00617   110215        -.06492         .12282
   7        7.000       .00822   109880        -.06659         .12259
   8        8.000       .01042   109545        -.06818         .12244
   9        9.000       .01292   109210        -.06961         .12238
  10       10.000       .01577   108875        -.07090         .12234
  11       11.000       .01918   108540        -.07215         .12236
  12       12.000       .02277   108205        -.07346         .12257
  13       13.000       .02668   107870        -.07476         .12283
  14       14.000       .03093   107535        -.07601         .12304
  15       15.000       .03513   107200        -.07706         .12319
  16       16.000       .03947   106865        -.07797         .12337
  17       17.000       .04367   106530        -.07863         .12357
  18       18.000       .04785   106195        -.07912         .12375
  19       19.000       .05157   105860        -.07945         .12399
  20       20.000       .05469   105525        -.07974         .12422
  21       21.000       .05735   105190        -.07993         .12454
  22       22.000       .05963   104855        -.08006         .12498
  23       23.000       .06138   104520        -.08028         .12550
  24       24.000       .06240   104185        -.08055         .12597
  25       25.000       .06326   103850        -.08074         .12644
  26       26.000       .06394   103515        -.08078         .12679
  27       27.000       .06435   103180        -.08082         .12713
  28       28.000       .06474   102845        -.08082         .12744
  29       29.000       .06489   102510        -.08075         .12778
  30       30.000       .06453   102175        -.08060         .12800
  31       31.000       .06412   101840        -.08042         .12817
  32       32.000       .06372   101505        -.08032         .12818
  33       33.000       .06368   101170        -.08029         .12812
  34       34.000       .06386   100835        -.08034         .12802
  35       35.000       .06431   100500        -.08041         .12789
  36       36.000       .06474   100165        -.08047         .12773
  37       37.000       .06482    99830        -.08040         .12747
  38       38.000       .06474    99495        -.08016         .12705
  39       39.000       .06467    99160        -.07995         .12666
  40       40.000       .06463    98825        -.07972         .12625
  41       41.000       .06474    98490        -.07937         .12586
  42       42.000       .06452    98155        -.07892         .12552
  43       43.000       .06429    97820        -.07828         .12529
  44       44.000       .06443    97485        -.07753         .12500
  45       45.000       .06492    97150        -.07679         .12462
  46       46.000       .06551    96815        -.07610         .12433
  47       47.000       .06590    96480        -.07542         .12393
  48       48.000       .06597    96145        -.07491         .12363
  49       49.000       .06550    95810        -.07454         .12335
  50       50.000       .06496    95475        -.07441         .12303
  51       51.000       .06418    95140        -.07428         .12264
  52       52.000       .06338    94805        -.07425         .12221
  53       53.000       .06261    94470        -.07428         .12176
  54       54.000       .06175    94135        -.07436         .12137
  55       55.000       .06057    93800        -.07463         .12097
  56       56.000       .05944    93465        -.07502         .12053
  57       57.000       .05839    93130        -.07549         .12016
  58       58.000       .05722    92795        -.07601         .11992
  59       59.000       .05594    92460        -.07661         .11981
  60       60.000       .05459    92125        -.07734         .11983
  61       61.000       .05292    91790        -.07819         .12003
  62       62.000       .05112    91455        -.07922         .12030
  63       63.000       .04920    91120        -.08035         .12067
  64       64.000       .04713    90785        -.08146         .12117
  65       65.000       .04512    90450        -.08271         .12174
  66       66.000       .04286    90115        -.08404         .12231
  67       67.000       .04020    89780        -.08524         .12289
  68       68.000       .03756    89445        -.08636         .12351
  69       69.000       .03453    89110        -.08736         .12416
  70       70.000       .03111    88775        -.08812         .12478
  71       71.000       .02685    88440        -.08888         .12538
  72       72.000       .02257    88105        -.08958         .12597
  73       73.000       .01839    87770        -.09035         .12660
  74       74.000       .01421    87435        -.09102         .12739
  75       75.000       .00966    87100        -.09164         .12823
  76       76.000       .00496    86765        -.09220         .12908
  77       77.000      -.00003    86430        -.09266         .13011
  78       78.000      -.00507    86095        -.09284         .13126
  79       79.000      -.00969    85760        -.09287         .13269
  80       80.000      -.01427    85425        -.09276         .13425
  81       81.000      -.01891    85090        -.09250         .13575
  82       82.000      -.02356    84755        -.09207         .13725
  83       83.000      -.02793    84420        -.09153         .13860
  84       84.000      -.03199    84085        -.09085         .13987
  85       85.000      -.03559    83750        -.09009         .14112
  86       86.000      -.03848    83415        -.08932         .14243
  87       87.000      -.04091    83080        -.08851         .14373
  88       88.000      -.04320    82745        -.08780         .14504
  89       89.000      -.04544    82410        -.08721         .14645
  90       90.000      -.04733    82075        -.08663         .14785
  91       91.000      -.04802    81740        -.08608         .14925
  92       92.000      -.04868    81405        -.08576         .15063
  93       93.000      -.04902    81070        -.08563         .15200
  94       94.000      -.04924    80735        -.08558         .15337
  95       95.000      -.04891    80400        -.08570         .15467
  96       96.000      -.04838    80065        -.08601         .15589
  97       97.000      -.04739    79730        -.08652         .15692
  98       98.000      -.04643    79395        -.08717         .15762
  99       99.000      -.04498    79060        -.08786         .15822
 100      100.000      -.04306    78725        -.08855         .15856
Cross Semivariogram     tail:F            head:K             direction  1 
   1        1.000      -.00008   111890        -.05572        -.09131
   2        2.000      -.00037   111555        -.05770        -.09199
   3        3.000      -.00089   111220        -.05961        -.09272
   4        4.000      -.00119   110885        -.06150        -.09347
   5        5.000      -.00121   110550        -.06324        -.09420
   6        6.000      -.00107   110215        -.06492        -.09487
   7        7.000      -.00085   109880        -.06659        -.09540
   8        8.000      -.00081   109545        -.06818        -.09586
   9        9.000      -.00048   109210        -.06961        -.09637
  10       10.000      -.00026   108875        -.07090        -.09692
  11       11.000       .00012   108540        -.07215        -.09757
  12       12.000       .00062   108205        -.07346        -.09834
  13       13.000       .00128   107870        -.07476        -.09907
  14       14.000       .00239   107535        -.07601        -.09977
  15       15.000       .00343   107200        -.07706        -.10037
  16       16.000       .00450   106865        -.07797        -.10101
  17       17.000       .00558   106530        -.07863        -.10168
  18       18.000       .00682   106195        -.07912        -.10238
  19       19.000       .00824   105860        -.07945        -.10309
  20       20.000       .00964   105525        -.07974        -.10367
  21       21.000       .01107   105190        -.07993        -.10416
  22       22.000       .01241   104855        -.08006        -.10470
  23       23.000       .01325   104520        -.08028        -.10533
  24       24.000       .01402   104185        -.08055        -.10608
  25       25.000       .01473   103850        -.08074        -.10681
  26       26.000       .01545   103515        -.08078        -.10746
  27       27.000       .01611   103180        -.08082        -.10810
  28       28.000       .01684   102845        -.08082        -.10878
  29       29.000       .01748   102510        -.08075        -.10962
  30       30.000       .01797   102175        -.08060        -.11064
  31       31.000       .01828   101840        -.08042        -.11179
  32       32.000       .01864   101505        -.08032        -.11310
  33       33.000       .01869   101170        -.08029        -.11446
  34       34.000       .01858   100835        -.08034        -.11586
  35       35.000       .01855   100500        -.08041        -.11726
  36       36.000       .01892   100165        -.08047        -.11877
  37       37.000       .01947    99830        -.08040        -.12028
  38       38.000       .02010    99495        -.08016        -.12179
  39       39.000       .02127    99160        -.07995        -.12334
  40       40.000       .02256    98825        -.07972        -.12496
  41       41.000       .02393    98490        -.07937        -.12661
  42       42.000       .02534    98155        -.07892        -.12813
  43       43.000       .02689    97820        -.07828        -.12958
  44       44.000       .02826    97485        -.07753        -.13094
  45       45.000       .02992    97150        -.07679        -.13204
  46       46.000       .03155    96815        -.07610        -.13310
  47       47.000       .03339    96480        -.07542        -.13403
  48       48.000       .03560    96145        -.07491        -.13488
  49       49.000       .03805    95810        -.07454        -.13554
  50       50.000       .04077    95475        -.07441        -.13603
  51       51.000       .04350    95140        -.07428        -.13638
  52       52.000       .04612    94805        -.07425        -.13662
  53       53.000       .04866    94470        -.07428        -.13677
  54       54.000       .05132    94135        -.07436        -.13681
  55       55.000       .05407    93800        -.07463        -.13679
  56       56.000       .05715    93465        -.07502        -.13668
  57       57.000       .06024    93130        -.07549        -.13639
  58       58.000       .06307    92795        -.07601        -.13603
  59       59.000       .06586    92460        -.07661        -.13558
  60       60.000       .06850    92125        -.07734        -.13514
  61       61.000       .07088    91790        -.07819        -.13480
  62       62.000       .07353    91455        -.07922        -.13453
  63       63.000       .07633    91120        -.08035        -.13436
  64       64.000       .07927    90785        -.08146        -.13426
  65       65.000       .08221    90450        -.08271        -.13427
  66       66.000       .08500    90115        -.08404        -.13432
  67       67.000       .08732    89780        -.08524        -.13448
  68       68.000       .08930    89445        -.08636        -.13462
  69       69.000       .09105    89110        -.08736        -.13477
  70       70.000       .09235    88775        -.08812        -.13479
  71       71.000       .09309    88440        -.08888        -.13481
  72       72.000       .09342    88105        -.08958        -.13482
  73       73.000       .09298    87770        -.09035        -.13462
  74       74.000       .09157    87435        -.09102        -.13432
  75       75.000       .08968    87100        -.09164        -.13391
  76       76.000       .08728    86765        -.09220        -.13350
  77       77.000       .08451    86430        -.09266        -.13296
  78       78.000       .08162    86095        -.09284        -.13253
  79       79.000       .07862    85760        -.09287        -.13214
  80       80.000       .07623    85425        -.09276        -.13172
  81       81.000       .07407    85090        -.09250        -.13134
  82       82.000       .07210    84755        -.09207        -.13100
  83       83.000       .07031    84420        -.09153        -.13061
  84       84.000       .06889    84085        -.09085        -.13019
  85       85.000       .06754    83750        -.09009        -.12975
  86       86.000       .06610    83415        -.08932        -.12937
  87       87.000       .06447    83080        -.08851        -.12891
  88       88.000       .06276    82745        -.08780        -.12846
  89       89.000       .06109    82410        -.08721        -.12810
  90       90.000       .05923    82075        -.08663        -.12770
  91       91.000       .05743    81740        -.08608        -.12727
  92       92.000       .05536    81405        -.08576        -.12688
  93       93.000       .05319    81070        -.08563        -.12663
  94       94.000       .05111    80735        -.08558        -.12648
  95       95.000       .04877    80400        -.08570        -.12637
  96       96.000       .04609    80065        -.08601        -.12633
  97       97.000       .04361    79730        -.08652        -.12630
  98       98.000       .04093    79395        -.08717        -.12636
  99       99.000       .03818    79060        -.08786        -.12645
 100      100.000       .03538    78725        -.08855        -.12638
Cross Semivariogram     tail:F            head:La            direction  1 
   1        1.000      -.00001   111890        -.05572        -.05759
   2        2.000       .00030   111555        -.05770        -.05779
   3        3.000       .00087   111220        -.05961        -.05809
   4        4.000       .00157   110885        -.06150        -.05842
   5        5.000       .00256   110550        -.06324        -.05886
   6        6.000       .00378   110215        -.06492        -.05940
   7        7.000       .00527   109880        -.06659        -.05996
   8        8.000       .00709   109545        -.06818        -.06050
   9        9.000       .00909   109210        -.06961        -.06101
  10       10.000       .01112   108875        -.07090        -.06141
  11       11.000       .01326   108540        -.07215        -.06183
  12       12.000       .01529   108205        -.07346        -.06217
  13       13.000       .01783   107870        -.07476        -.06249
  14       14.000       .02020   107535        -.07601        -.06279
  15       15.000       .02239   107200        -.07706        -.06300
  16       16.000       .02447   106865        -.07797        -.06323
  17       17.000       .02645   106530        -.07863        -.06338
  18       18.000       .02835   106195        -.07912        -.06347
  19       19.000       .02976   105860        -.07945        -.06352
  20       20.000       .03078   105525        -.07974        -.06358
  21       21.000       .03156   105190        -.07993        -.06366
  22       22.000       .03228   104855        -.08006        -.06381
  23       23.000       .03298   104520        -.08028        -.06398
  24       24.000       .03369   104185        -.08055        -.06427
  25       25.000       .03426   103850        -.08074        -.06455
  26       26.000       .03479   103515        -.08078        -.06488
  27       27.000       .03559   103180        -.08082        -.06528
  28       28.000       .03644   102845        -.08082        -.06573
  29       29.000       .03727   102510        -.08075        -.06631
  30       30.000       .03772   102175        -.08060        -.06699
  31       31.000       .03771   101840        -.08042        -.06784
  32       32.000       .03749   101505        -.08032        -.06878
  33       33.000       .03723   101170        -.08029        -.06972
  34       34.000       .03713   100835        -.08034        -.07067
  35       35.000       .03711   100500        -.08041        -.07168
  36       36.000       .03697   100165        -.08047        -.07264
  37       37.000       .03655    99830        -.08040        -.07363
  38       38.000       .03577    99495        -.08016        -.07468
  39       39.000       .03444    99160        -.07995        -.07580
  40       40.000       .03277    98825        -.07972        -.07702
  41       41.000       .03066    98490        -.07937        -.07823
  42       42.000       .02819    98155        -.07892        -.07945
  43       43.000       .02525    97820        -.07828        -.08060
  44       44.000       .02208    97485        -.07753        -.08170
  45       45.000       .01857    97150        -.07679        -.08261
  46       46.000       .01464    96815        -.07610        -.08358
  47       47.000       .01066    96480        -.07542        -.08460
  48       48.000       .00660    96145        -.07491        -.08560
  49       49.000       .00239    95810        -.07454        -.08656
  50       50.000      -.00182    95475        -.07441        -.08754
  51       51.000      -.00596    95140        -.07428        -.08846
  52       52.000      -.00967    94805        -.07425        -.08918
  53       53.000      -.01312    94470        -.07428        -.08973
  54       54.000      -.01656    94135        -.07436        -.09007
  55       55.000      -.01961    93800        -.07463        -.09017
  56       56.000      -.02242    93465        -.07502        -.09021
  57       57.000      -.02482    93130        -.07549        -.09029
  58       58.000      -.02662    92795        -.07601        -.09037
  59       59.000      -.02802    92460        -.07661        -.09039
  60       60.000      -.02895    92125        -.07734        -.09029
  61       61.000      -.02956    91790        -.07819        -.09024
  62       62.000      -.02973    91455        -.07922        -.09020
  63       63.000      -.02972    91120        -.08035        -.09011
  64       64.000      -.02972    90785        -.08146        -.08993
  65       65.000      -.02974    90450        -.08271        -.08972
  66       66.000      -.02992    90115        -.08404        -.08953
  67       67.000      -.03014    89780        -.08524        -.08938
  68       68.000      -.03017    89445        -.08636        -.08916
  69       69.000      -.03028    89110        -.08736        -.08889
  70       70.000      -.03039    88775        -.08812        -.08855
  71       71.000      -.03036    88440        -.08888        -.08820
  72       72.000      -.02982    88105        -.08958        -.08785
  73       73.000      -.02888    87770        -.09035        -.08747
  74       74.000      -.02778    87435        -.09102        -.08710
  75       75.000      -.02710    87100        -.09164        -.08655
  76       76.000      -.02664    86765        -.09220        -.08601
  77       77.000      -.02651    86430        -.09266        -.08538
  78       78.000      -.02663    86095        -.09284        -.08454
  79       79.000      -.02675    85760        -.09287        -.08375
  80       80.000      -.02703    85425        -.09276        -.08292
  81       81.000      -.02727    85090        -.09250        -.08200
  82       82.000      -.02709    84755        -.09207        -.08086
  83       83.000      -.02664    84420        -.09153        -.07957
  84       84.000      -.02616    84085        -.09085        -.07820
  85       85.000      -.02568    83750        -.09009        -.07681
